id_siswa,usia,jenis_kelamin,jurusan,ipk,beban_mata_kuliah,rata_rata_nilai_mata_kuliah,tingkat_kehadiran,status_studi,login_lms_bulan_lalu,rata_rata_durasi_sesi_menit,tingkat_pengumpulan_tugas,jumlah_partisipasi_forum,tingkat_penyelesaian_video,tingkat_risiko
S738,22,Lainnya,Seni,2.09,5,64.1,0.62,Lulus,26,18,0.97,8,0.94,Tinggi
S739,22,Laki-laki,Bisnis,2.89,5,96.4,0.94,Lulus,0,16,0.95,15,0.92,Sedang
S740,21,Perempuan,Ilmu Komputer,2.14,3,92.8,0.78,Lulus,33,23,0.89,10,0.8,Tinggi
S741,24,Laki-laki,Ilmu Komputer,3.46,3,90.4,0.7,Cuti,16,15,0.86,5,0.69,Tinggi
S742,23,Perempuan,Seni,3.22,3,62.0,0.7,Lulus,36,24,0.63,11,0.75,Tinggi
S743,19,Laki-laki,Teknik,3.41,5,93.7,0.79,Aktif,37,61,0.81,2,0.88,Sedang
S744,22,Lainnya,Bisnis,2.75,5,77.5,0.95,Cuti,25,81,0.76,11,0.94,Sedang
S745,20,Perempuan,Teknik,2.74,5,73.7,0.75,Aktif,23,43,0.93,0,0.55,Sedang
S746,19,Perempuan,Teknik,2.09,3,81.9,0.9,Lulus,38,10,0.75,8,0.69,Tinggi
S747,20,Laki-laki,Teknik,2.7,6,63.7,0.64,Aktif,20,78,0.56,19,0.89,Tinggi
S748,24,Laki-laki,Ilmu Komputer,3.86,4,90.3,0.79,Cuti,29,29,0.5,5,0.72,Sedang
S749,18,Perempuan,Seni,2.76,6,83.3,1.0,Cuti,12,89,0.84,10,0.67,Sedang
S750,19,Lainnya,Ilmu Komputer,3.66,5,67.5,0.91,Cuti,36,16,0.77,2,0.71,Rendah
S751,25,Laki-laki,Seni,3.68,5,67.5,0.68,Aktif,2,16,0.67,3,0.8,Tinggi
S752,22,Laki-laki,Bisnis,2.75,6,67.4,0.8,Cuti,31,59,0.58,9,1.0,Sedang
S753,19,Laki-laki,Bisnis,3.26,5,62.3,0.69,Aktif,34,11,0.73,18,0.75,Tinggi
S754,19,Perempuan,Teknik,2.19,4,83.5,0.76,Lulus,18,56,0.55,5,0.6,Tinggi
S755,19,Perempuan,Seni,2.21,5,93.6,0.91,Lulus,13,23,0.67,0,0.58,Tinggi
S756,23,Perempuan,Seni,2.1,4,60.7,0.91,Aktif,21,40,0.69,7,0.52,Tinggi
S757,19,Perempuan,Seni,3.16,6,62.0,0.69,Cuti,16,59,0.73,7,0.78,Tinggi
S758,20,Lainnya,Teknik,2.85,6,82.9,0.97,Aktif,3,70,0.73,5,0.77,Sedang
S759,18,Lainnya,Teknik,3.1,5,92.8,0.84,Aktif,39,50,0.63,16,0.6,Sedang
S760,24,Perempuan,Bisnis,3.04,4,73.1,0.75,Aktif,18,23,0.93,18,0.85,Sedang
S761,21,Lainnya,Ilmu Komputer,2.7,5,74.0,0.8,Lulus,36,14,0.68,0,0.87,Sedang
S762,19,Laki-laki,Seni,3.35,3,83.9,0.84,Aktif,1,84,0.61,14,0.63,Sedang
S763,22,Laki-laki,Seni,3.52,3,71.0,0.82,Lulus,14,14,0.59,12,0.67,Sedang
S764,19,Laki-laki,Ilmu Komputer,2.03,3,61.1,0.79,Aktif,1,73,0.66,2,1.0,Tinggi
S765,22,Perempuan,Seni,2.41,3,89.4,0.8,Lulus,10,38,0.53,1,0.69,Tinggi
S766,20,Laki-laki,Teknik,3.43,5,85.0,0.67,Aktif,22,84,0.52,2,0.88,Tinggi
S767,22,Lainnya,Teknik,2.77,3,83.2,0.93,Aktif,9,14,0.8,8,0.73,Sedang
S768,25,Perempuan,Seni,3.32,4,89.7,0.82,Cuti,2,45,0.81,15,0.9,Sedang
S769,21,Lainnya,Teknik,2.69,6,87.0,0.65,Cuti,4,88,0.76,12,0.88,Tinggi
S770,18,Laki-laki,Teknik,2.78,6,68.2,0.91,Aktif,2,28,0.88,18,0.83,Sedang
S771,22,Laki-laki,Seni,2.32,3,74.1,0.97,Aktif,37,73,0.52,17,0.93,Tinggi
S772,22,Laki-laki,Bisnis,2.52,3,65.0,0.98,Aktif,12,31,0.97,11,0.97,Sedang
S773,18,Perempuan,Ilmu Komputer,3.21,3,65.2,0.75,Aktif,18,43,0.55,11,0.79,Sedang
S774,21,Lainnya,Teknik,2.87,5,87.0,0.65,Cuti,39,65,0.84,0,0.62,Tinggi
S775,19,Perempuan,Bisnis,3.55,6,94.3,0.81,Lulus,34,26,0.57,19,0.7,Sedang
S776,22,Perempuan,Teknik,3.71,3,98.5,0.65,Aktif,23,85,0.94,7,0.88,Tinggi
S777,18,Laki-laki,Teknik,3.08,4,85.1,0.97,Cuti,23,65,0.76,16,0.83,Rendah
S778,25,Perempuan,Ilmu Komputer,3.52,3,67.4,0.67,Aktif,16,26,0.54,19,0.59,Tinggi
S779,25,Perempuan,Teknik,2.61,6,64.2,0.7,Aktif,39,83,0.81,6,0.53,Tinggi
S780,20,Laki-laki,Ilmu Komputer,2.83,3,92.5,0.76,Lulus,9,27,0.5,8,0.84,Sedang
S781,18,Perempuan,Ilmu Komputer,3.43,6,83.2,0.75,Aktif,1,54,0.89,16,0.63,Sedang
S782,20,Laki-laki,Ilmu Komputer,2.77,3,84.7,0.92,Aktif,22,87,0.83,9,0.75,Sedang
S783,25,Laki-laki,Bisnis,3.18,4,91.3,0.78,Lulus,5,65,0.61,3,0.87,Sedang
S784,21,Laki-laki,Seni,2.37,3,88.1,0.67,Lulus,1,89,0.69,6,0.78,Tinggi
S785,19,Laki-laki,Bisnis,3.2,4,93.4,0.71,Lulus,20,59,0.5,6,0.54,Tinggi
S786,18,Perempuan,Seni,3.72,4,62.2,0.8,Lulus,34,67,0.85,7,0.59,Sedang
S787,24,Laki-laki,Seni,3.74,3,89.9,0.66,Cuti,28,27,0.66,7,0.61,Tinggi
S788,25,Laki-laki,Ilmu Komputer,3.45,4,94.0,0.84,Cuti,6,89,0.79,15,0.63,Sedang
S789,25,Perempuan,Teknik,3.49,5,71.4,0.83,Cuti,28,16,0.98,11,0.78,Sedang
S790,24,Perempuan,Ilmu Komputer,3.12,3,85.6,0.89,Aktif,36,85,0.65,14,0.75,Rendah
S791,23,Lainnya,Teknik,3.17,3,72.6,0.98,Lulus,22,19,1.0,7,0.6,Rendah
S792,25,Perempuan,Seni,2.27,4,98.3,0.96,Lulus,32,78,0.82,8,0.53,Tinggi
S793,22,Perempuan,Ilmu Komputer,2.89,4,61.3,0.98,Cuti,7,12,0.62,2,0.59,Sedang
S794,21,Lainnya,Teknik,2.9,3,83.2,0.7,Aktif,11,53,0.72,15,0.99,Tinggi
S795,18,Perempuan,Bisnis,3.92,5,66.7,0.65,Aktif,9,79,0.87,14,0.73,Tinggi
S796,24,Perempuan,Teknik,2.86,4,88.5,0.72,Aktif,14,23,0.72,3,0.93,Tinggi
S797,22,Perempuan,Ilmu Komputer,3.1,4,67.0,0.96,Cuti,23,13,0.53,19,0.92,Rendah
S798,24,Perempuan,Bisnis,3.07,6,69.4,0.99,Aktif,25,27,0.58,15,0.76,Rendah
S799,18,Lainnya,Teknik,3.27,5,79.8,0.94,Aktif,38,61,0.9,9,0.85,Rendah
S800,20,Perempuan,Teknik,3.5,5,96.6,0.64,Aktif,2,47,0.82,10,0.6,Tinggi
S801,18,Perempuan,Teknik,2.45,3,68.5,0.98,Lulus,1,89,0.78,4,0.84,Tinggi
S802,23,Lainnya,Teknik,3.06,5,65.8,0.77,Cuti,5,29,0.58,10,0.64,Sedang
S803,18,Laki-laki,Teknik,3.65,3,90.4,0.6,Lulus,20,53,0.92,12,0.92,Tinggi
S804,18,Lainnya,Bisnis,2.93,6,80.0,0.78,Lulus,8,60,0.98,14,0.54,Sedang
S805,23,Laki-laki,Seni,2.56,5,96.5,0.62,Cuti,9,28,0.52,5,0.89,Tinggi
S806,21,Lainnya,Bisnis,3.31,4,65.9,0.82,Lulus,35,77,0.54,15,0.55,Sedang
S807,25,Lainnya,Bisnis,3.65,6,85.8,0.74,Aktif,2,75,0.94,14,0.94,Tinggi
S808,18,Perempuan,Bisnis,2.13,3,69.3,0.79,Aktif,23,22,0.91,10,0.65,Tinggi
S809,23,Laki-laki,Seni,3.55,6,66.3,0.85,Aktif,21,71,0.81,19,0.83,Rendah
S810,22,Perempuan,Ilmu Komputer,3.64,3,87.3,0.95,Aktif,13,70,0.97,1,0.74,Rendah
S811,20,Laki-laki,Seni,2.92,6,83.7,0.86,Cuti,26,39,0.82,1,0.68,Sedang
S812,20,Lainnya,Bisnis,3.97,3,90.2,0.77,Lulus,32,39,0.61,11,0.82,Sedang
S813,18,Lainnya,Teknik,3.57,5,72.4,0.93,Lulus,21,60,0.86,15,0.97,Rendah
S814,21,Laki-laki,Teknik,3.55,4,77.9,0.96,Aktif,28,57,0.82,18,0.52,Rendah
S815,21,Perempuan,Bisnis,3.5,3,76.2,0.65,Aktif,18,42,0.99,1,0.96,Tinggi
S816,22,Perempuan,Teknik,2.3,6,99.4,0.81,Lulus,18,83,0.61,16,0.8,Tinggi
S817,18,Perempuan,Bisnis,2.43,3,71.7,0.71,Cuti,5,28,0.8,13,0.9,Tinggi
S818,20,Perempuan,Teknik,2.93,3,71.8,0.62,Lulus,18,80,0.89,15,0.69,Tinggi
S819,21,Lainnya,Seni,2.53,3,74.2,0.87,Aktif,12,66,0.67,4,0.74,Sedang
S820,18,Lainnya,Ilmu Komputer,2.83,6,82.6,0.95,Aktif,25,28,0.69,9,0.93,Sedang
S821,24,Lainnya,Ilmu Komputer,3.78,4,70.1,0.67,Cuti,21,88,0.94,16,0.71,Tinggi
S822,21,Lainnya,Seni,3.65,5,96.6,0.92,Lulus,20,50,0.7,12,0.77,Rendah
S823,23,Lainnya,Seni,3.26,4,70.6,0.94,Cuti,35,51,0.81,15,0.51,Rendah
S824,24,Perempuan,Bisnis,3.72,3,95.8,0.97,Cuti,1,61,0.94,8,0.58,Rendah
S825,25,Perempuan,Bisnis,3.57,6,64.1,0.71,Aktif,29,13,0.6,3,0.82,Tinggi
S826,21,Perempuan,Bisnis,2.86,4,86.3,0.96,Lulus,26,13,0.99,15,0.86,Sedang
S827,20,Perempuan,Teknik,2.4,3,96.3,0.73,Aktif,6,14,0.85,10,0.79,Tinggi
S828,19,Lainnya,Bisnis,3.03,5,66.7,0.82,Lulus,19,50,0.75,6,0.57,Sedang
S829,24,Lainnya,Seni,3.47,5,98.7,0.62,Aktif,30,70,0.72,16,0.72,Tinggi
S830,25,Lainnya,Ilmu Komputer,2.87,5,78.1,0.62,Aktif,22,84,0.98,12,0.68,Tinggi
S831,22,Laki-laki,Teknik,3.33,3,97.8,0.89,Lulus,12,64,0.6,3,0.75,Rendah
S832,22,Perempuan,Bisnis,2.19,6,87.1,0.78,Lulus,16,84,0.66,13,0.94,Tinggi
S833,20,Perempuan,Teknik,3.5,4,72.1,0.7,Aktif,3,22,0.65,9,0.89,Tinggi
S834,21,Lainnya,Teknik,3.63,5,67.5,0.68,Lulus,13,23,0.64,9,0.54,Tinggi
S835,18,Perempuan,Bisnis,3.41,3,72.1,0.87,Aktif,19,69,0.73,9,0.95,Rendah
S836,21,Perempuan,Teknik,3.93,3,63.7,0.6,Lulus,12,81,0.99,11,0.74,Tinggi
S837,20,Lainnya,Ilmu Komputer,3.65,4,65.8,0.92,Aktif,2,34,0.94,1,0.87,Rendah
S838,22,Laki-laki,Seni,3.81,5,64.2,0.63,Aktif,25,53,0.66,8,0.57,Tinggi
S839,21,Laki-laki,Seni,3.87,3,76.9,0.68,Aktif,25,19,0.71,4,0.84,Tinggi
S840,22,Laki-laki,Ilmu Komputer,3.6,4,91.8,0.75,Cuti,17,80,0.83,7,0.62,Sedang
S841,24,Lainnya,Teknik,3.35,6,65.7,0.79,Lulus,31,59,0.51,13,0.72,Sedang
S842,25,Perempuan,Bisnis,2.01,6,65.2,0.74,Aktif,13,53,0.91,6,0.51,Tinggi
S843,18,Lainnya,Teknik,2.93,6,85.7,0.73,Cuti,2,23,0.94,6,0.58,Tinggi
S844,24,Lainnya,Ilmu Komputer,3.14,5,67.9,0.99,Aktif,0,24,0.93,8,0.55,Rendah
S845,22,Perempuan,Teknik,2.61,4,63.9,0.86,Cuti,25,25,0.69,2,0.62,Sedang
S846,22,Laki-laki,Seni,2.64,4,66.7,0.61,Aktif,23,11,0.73,13,0.55,Tinggi
S847,19,Laki-laki,Teknik,3.92,3,96.9,0.77,Aktif,34,39,0.51,16,0.85,Sedang
S848,19,Lainnya,Ilmu Komputer,3.78,3,92.9,0.95,Cuti,13,39,0.7,17,0.51,Rendah
S849,24,Laki-laki,Seni,3.7,3,74.2,0.72,Cuti,2,40,0.73,11,0.81,Tinggi
S850,23,Lainnya,Teknik,2.81,4,86.2,0.64,Lulus,12,86,0.95,13,0.57,Tinggi
S851,24,Lainnya,Teknik,2.03,3,81.5,0.9,Lulus,13,29,0.95,12,0.97,Tinggi
S852,19,Perempuan,Seni,2.16,4,87.1,0.84,Cuti,20,58,0.98,13,0.97,Tinggi
S853,22,Perempuan,Bisnis,2.62,4,87.3,0.83,Lulus,25,44,0.94,8,0.61,Sedang
S854,20,Perempuan,Seni,2.03,6,85.1,0.62,Cuti,2,32,0.5,18,0.81,Tinggi
S855,24,Lainnya,Bisnis,2.03,3,70.6,0.66,Lulus,39,70,0.82,1,0.51,Tinggi
S856,22,Perempuan,Ilmu Komputer,3.83,6,61.6,0.85,Aktif,3,64,0.53,10,0.97,Rendah
S857,20,Laki-laki,Ilmu Komputer,3.41,5,78.2,0.68,Lulus,35,76,0.64,16,0.76,Tinggi
S858,20,Laki-laki,Seni,2.62,5,95.6,0.8,Aktif,0,17,0.79,1,0.52,Sedang
S859,19,Lainnya,Seni,2.27,5,82.8,0.82,Aktif,39,49,0.85,18,0.67,Tinggi
S860,24,Lainnya,Ilmu Komputer,3.02,4,93.3,0.71,Lulus,32,68,0.83,6,0.54,Tinggi
S861,21,Perempuan,Bisnis,2.01,4,99.7,0.98,Cuti,6,41,0.52,17,0.7,Tinggi
S862,18,Lainnya,Ilmu Komputer,3.88,4,66.5,0.94,Aktif,10,16,0.55,12,0.83,Rendah
S863,19,Lainnya,Seni,2.83,3,87.7,0.89,Aktif,26,11,0.56,4,0.73,Sedang
S864,19,Laki-laki,Ilmu Komputer,2.8,6,87.0,0.63,Lulus,13,15,0.55,17,0.69,Tinggi
S865,21,Laki-laki,Seni,2.78,4,99.2,0.64,Cuti,21,45,0.59,15,0.56,Tinggi
S866,18,Perempuan,Seni,2.14,6,99.4,0.8,Cuti,15,41,0.84,14,0.62,Tinggi
S867,22,Lainnya,Ilmu Komputer,3.28,6,87.5,0.66,Lulus,11,54,0.92,7,0.55,Tinggi
S868,23,Lainnya,Bisnis,3.47,6,69.7,0.99,Cuti,9,51,0.7,14,0.9,Rendah
S869,24,Laki-laki,Teknik,3.35,3,91.9,0.66,Lulus,23,62,0.85,0,0.57,Tinggi
S870,23,Lainnya,Ilmu Komputer,2.28,3,64.3,0.79,Lulus,17,18,0.6,16,0.8,Tinggi
S871,22,Laki-laki,Teknik,3.16,5,91.2,0.75,Lulus,21,84,0.99,14,0.67,Sedang
S872,25,Perempuan,Ilmu Komputer,3.14,5,96.4,0.86,Aktif,8,84,0.67,13,0.61,Rendah
S873,19,Laki-laki,Teknik,3.74,6,75.3,0.65,Aktif,16,58,0.92,13,0.82,Tinggi
S874,18,Lainnya,Bisnis,2.76,5,85.2,0.77,Aktif,37,11,0.97,9,0.73,Sedang
S875,19,Perempuan,Bisnis,2.74,6,77.2,0.71,Lulus,39,76,0.93,1,0.7,Tinggi
S876,20,Laki-laki,Ilmu Komputer,3.24,3,77.5,0.96,Aktif,12,20,0.53,5,0.8,Rendah
S877,19,Laki-laki,Seni,3.27,3,72.4,0.62,Aktif,36,59,0.83,16,0.75,Tinggi
S878,19,Perempuan,Teknik,2.94,3,90.5,0.97,Aktif,5,44,0.56,4,0.65,Sedang
S879,22,Perempuan,Seni,2.89,4,97.4,0.93,Lulus,20,24,0.5,4,0.78,Sedang
S880,22,Laki-laki,Seni,2.99,6,97.6,0.72,Lulus,35,84,0.53,14,0.83,Tinggi
S881,22,Lainnya,Seni,3.72,3,67.0,0.92,Lulus,6,40,0.96,14,0.51,Rendah
S882,23,Laki-laki,Bisnis,2.92,6,95.0,0.61,Aktif,35,71,0.95,19,0.73,Tinggi
S883,20,Perempuan,Ilmu Komputer,3.88,5,89.5,0.99,Cuti,24,37,0.61,10,0.53,Rendah
S884,25,Laki-laki,Ilmu Komputer,3.01,5,70.1,0.81,Aktif,10,34,0.77,4,0.59,Sedang
S885,25,Perempuan,Bisnis,3.9,3,62.7,0.72,Aktif,13,34,0.98,0,0.78,Tinggi
S886,22,Perempuan,Bisnis,3.67,6,70.7,0.75,Lulus,28,84,0.75,10,0.93,Sedang
S887,18,Lainnya,Ilmu Komputer,2.72,3,96.5,0.63,Lulus,9,10,0.7,10,0.94,Tinggi
S888,23,Perempuan,Seni,3.73,5,85.3,1.0,Aktif,4,68,0.74,5,0.53,Rendah
S889,21,Perempuan,Teknik,2.22,3,88.8,0.62,Aktif,7,78,0.9,7,0.71,Tinggi
S890,18,Lainnya,Teknik,3.85,6,70.3,0.86,Cuti,4,83,0.74,1,0.79,Rendah
S891,24,Perempuan,Teknik,3.26,5,88.8,0.78,Cuti,23,51,0.89,14,0.57,Sedang
S892,24,Lainnya,Seni,2.11,4,61.1,0.98,Lulus,39,43,0.72,8,0.88,Tinggi
S893,18,Lainnya,Ilmu Komputer,3.29,5,75.0,0.7,Cuti,25,75,0.63,14,0.87,Tinggi
S894,22,Perempuan,Bisnis,3.95,4,85.1,0.81,Cuti,5,27,0.66,7,0.95,Sedang
S895,21,Perempuan,Ilmu Komputer,2.14,3,65.8,0.79,Lulus,15,86,0.54,15,0.5,Tinggi
S896,21,Laki-laki,Seni,3.11,3,92.9,0.88,Cuti,35,14,0.75,13,0.61,Rendah
S897,23,Lainnya,Bisnis,3.5,6,69.4,0.63,Aktif,11,29,0.57,14,0.91,Tinggi
S898,21,Laki-laki,Seni,3.62,4,86.1,0.68,Cuti,10,75,0.91,19,0.84,Tinggi
S899,24,Perempuan,Teknik,2.83,3,76.2,0.69,Lulus,2,84,0.71,12,0.95,Tinggi
S900,20,Laki-laki,Teknik,2.41,4,83.8,0.9,Aktif,36,71,0.88,8,0.53,Tinggi
S901,22,Lainnya,Seni,2.08,3,64.3,0.68,Cuti,5,41,0.98,0,0.8,Tinggi
S902,21,Laki-laki,Bisnis,3.16,5,60.7,0.83,Aktif,18,67,0.92,5,0.78,Sedang
S903,23,Lainnya,Bisnis,2.91,3,96.4,0.69,Aktif,17,59,0.98,7,0.52,Tinggi
S904,24,Perempuan,Ilmu Komputer,3.9,6,70.8,0.94,Cuti,15,47,0.78,19,0.76,Rendah
S905,20,Perempuan,Teknik,2.12,5,92.8,0.98,Cuti,22,64,0.58,17,0.8,Tinggi
S906,19,Lainnya,Ilmu Komputer,3.37,6,100.0,0.81,Lulus,36,37,0.97,17,0.6,Sedang
S907,19,Perempuan,Ilmu Komputer,2.05,5,68.5,0.74,Lulus,8,83,0.93,16,0.64,Tinggi
S908,20,Perempuan,Seni,2.34,4,70.6,0.69,Aktif,2,31,0.93,15,0.82,Tinggi
S909,24,Perempuan,Seni,2.91,6,86.5,0.62,Lulus,7,52,0.85,12,0.73,Tinggi
S910,23,Perempuan,Ilmu Komputer,2.91,3,98.6,0.71,Aktif,37,45,0.81,3,0.93,Tinggi
S911,20,Lainnya,Teknik,3.37,4,96.6,0.86,Aktif,3,61,0.51,3,0.67,Rendah
S912,22,Laki-laki,Seni,3.82,3,80.1,0.81,Lulus,11,45,0.87,13,0.63,Sedang
S913,22,Laki-laki,Ilmu Komputer,3.28,5,91.8,0.98,Lulus,30,37,0.55,4,0.99,Rendah
S914,19,Perempuan,Ilmu Komputer,3.91,5,65.4,0.76,Lulus,24,87,0.63,15,0.96,Sedang
S915,21,Laki-laki,Ilmu Komputer,3.76,3,99.1,0.88,Cuti,15,67,0.78,13,0.51,Rendah
S916,23,Laki-laki,Ilmu Komputer,3.17,3,98.6,0.8,Aktif,13,45,0.73,13,0.89,Sedang
S917,19,Perempuan,Ilmu Komputer,3.67,4,66.5,0.81,Aktif,12,79,0.51,13,0.56,Sedang
S918,21,Perempuan,Ilmu Komputer,3.29,3,72.0,0.71,Aktif,6,18,0.91,13,0.51,Tinggi
S919,21,Laki-laki,Seni,2.16,6,64.0,0.78,Lulus,11,30,0.94,18,0.64,Tinggi
S920,25,Lainnya,Teknik,3.48,6,70.9,0.79,Lulus,36,73,0.84,2,0.63,Sedang
S921,22,Perempuan,Ilmu Komputer,2.19,3,92.6,0.88,Lulus,3,85,0.77,16,0.91,Tinggi
S922,24,Lainnya,Bisnis,3.19,6,75.1,0.98,Lulus,1,70,0.98,13,0.86,Rendah
S923,18,Laki-laki,Seni,3.41,3,63.5,0.73,Lulus,34,49,0.56,9,0.99,Tinggi
S924,24,Perempuan,Seni,2.13,4,73.7,0.62,Cuti,2,65,0.87,12,0.86,Tinggi
S925,18,Lainnya,Ilmu Komputer,2.46,6,99.3,0.8,Lulus,3,13,0.56,3,0.71,Tinggi
S926,20,Perempuan,Seni,3.83,6,85.2,0.82,Aktif,37,40,0.69,10,0.85,Sedang
S927,22,Laki-laki,Ilmu Komputer,3.23,3,76.6,0.67,Lulus,11,36,0.79,14,1.0,Tinggi
S928,21,Lainnya,Teknik,2.49,6,66.7,0.9,Aktif,18,67,0.87,14,0.86,Tinggi
S929,23,Laki-laki,Teknik,3.38,5,99.4,0.99,Lulus,9,34,0.5,1,0.88,Rendah
S930,18,Laki-laki,Seni,3.19,4,92.8,0.98,Lulus,0,78,0.63,10,0.97,Rendah
S931,24,Perempuan,Seni,3.0,4,71.3,0.68,Aktif,16,79,0.77,1,0.56,Tinggi
S932,21,Lainnya,Bisnis,3.95,6,62.8,0.95,Aktif,15,14,0.77,4,0.85,Rendah
S933,18,Laki-laki,Seni,3.37,6,62.3,0.88,Aktif,8,17,0.82,12,0.93,Rendah
S934,18,Laki-laki,Bisnis,2.75,5,64.8,0.78,Aktif,8,18,0.65,0,0.98,Sedang
S935,25,Lainnya,Teknik,3.6,5,83.2,0.82,Cuti,8,24,0.77,6,0.61,Sedang
S936,18,Laki-laki,Teknik,3.77,6,97.2,0.94,Aktif,11,16,0.59,6,0.75,Rendah
S937,23,Laki-laki,Ilmu Komputer,2.25,6,79.9,0.79,Lulus,14,81,0.59,9,0.84,Tinggi
S938,22,Lainnya,Teknik,2.4,5,93.7,0.75,Lulus,1,24,0.79,5,0.62,Tinggi
S939,23,Lainnya,Bisnis,2.43,3,77.8,0.8,Cuti,10,46,0.84,19,0.8,Tinggi
S940,19,Lainnya,Seni,3.38,5,88.3,0.83,Aktif,10,48,0.56,11,0.63,Sedang
S941,21,Lainnya,Ilmu Komputer,3.21,3,89.3,0.68,Lulus,7,15,0.56,12,0.67,Tinggi
S942,22,Perempuan,Bisnis,3.24,4,67.0,0.96,Cuti,31,66,0.78,10,0.72,Rendah
S943,25,Lainnya,Seni,3.88,4,74.4,0.87,Lulus,5,28,0.64,17,0.76,Rendah
S944,22,Perempuan,Ilmu Komputer,3.55,5,85.5,0.85,Cuti,19,72,0.7,1,0.72,Rendah
S945,22,Perempuan,Teknik,2.26,3,62.8,0.64,Cuti,38,40,0.7,15,0.75,Tinggi
S946,24,Perempuan,Bisnis,2.7,5,74.5,0.84,Aktif,34,84,0.59,1,0.65,Sedang
S947,22,Laki-laki,Seni,2.87,5,81.4,0.65,Cuti,7,88,0.5,18,0.58,Tinggi
S948,25,Perempuan,Ilmu Komputer,2.79,3,99.8,0.63,Lulus,33,19,0.93,5,0.52,Tinggi
S949,23,Perempuan,Ilmu Komputer,3.34,5,79.0,0.81,Lulus,18,76,0.86,0,0.6,Sedang
S950,22,Laki-laki,Teknik,3.78,4,92.6,0.76,Aktif,6,71,0.85,10,0.79,Sedang
S951,20,Laki-laki,Seni,2.61,6,77.3,0.84,Aktif,30,12,0.77,17,0.89,Sedang
S952,21,Laki-laki,Teknik,3.1,6,91.9,0.64,Cuti,17,27,0.85,9,0.58,Tinggi
S953,22,Lainnya,Teknik,3.58,5,83.8,0.77,Aktif,39,34,0.97,17,0.55,Sedang
S954,21,Laki-laki,Seni,2.83,3,95.5,0.67,Lulus,13,29,0.83,0,0.87,Tinggi
S955,20,Laki-laki,Seni,2.34,3,76.4,0.99,Lulus,38,67,0.63,18,0.65,Tinggi
S956,20,Perempuan,Seni,2.95,4,84.2,0.82,Aktif,35,59,0.79,15,0.98,Sedang
S957,21,Laki-laki,Bisnis,2.11,3,85.2,0.87,Aktif,16,88,0.72,6,0.86,Tinggi
S958,18,Lainnya,Seni,3.88,3,76.7,0.73,Aktif,36,19,0.78,14,0.66,Tinggi
S959,19,Laki-laki,Ilmu Komputer,2.15,4,65.8,0.64,Cuti,8,30,0.76,0,0.64,Tinggi
S960,24,Lainnya,Teknik,2.88,5,63.7,0.99,Cuti,19,38,0.93,8,0.76,Sedang
S961,18,Laki-laki,Bisnis,3.06,6,60.7,0.71,Lulus,27,19,0.83,1,0.54,Tinggi
S962,18,Laki-laki,Seni,3.97,4,94.9,0.77,Cuti,19,22,0.59,16,0.56,Sedang
S963,23,Laki-laki,Bisnis,2.33,5,69.5,0.86,Cuti,35,56,0.53,9,0.59,Tinggi
S964,24,Laki-laki,Seni,2.23,4,68.5,0.61,Cuti,26,32,0.71,5,0.89,Tinggi
S965,24,Lainnya,Bisnis,2.02,5,89.4,0.92,Cuti,7,59,0.51,4,0.76,Tinggi
S966,18,Lainnya,Teknik,2.31,4,72.8,0.81,Lulus,31,13,0.66,7,0.51,Tinggi
S967,22,Perempuan,Teknik,2.41,5,80.2,0.71,Aktif,0,76,0.68,7,0.84,Tinggi
S968,23,Lainnya,Ilmu Komputer,3.26,4,66.5,0.62,Lulus,16,62,0.69,4,0.71,Tinggi
S969,23,Laki-laki,Ilmu Komputer,2.44,5,98.4,0.66,Cuti,8,11,0.99,11,0.76,Tinggi
S970,20,Perempuan,Seni,2.04,4,94.1,0.96,Aktif,19,77,0.65,6,0.61,Tinggi
S971,25,Perempuan,Teknik,3.65,6,94.6,0.87,Aktif,31,74,0.63,12,0.78,Rendah
S972,24,Perempuan,Bisnis,2.73,6,76.3,0.7,Aktif,1,88,0.56,12,0.99,Tinggi
S973,18,Laki-laki,Bisnis,2.71,3,90.5,0.63,Lulus,31,66,0.76,16,0.54,Tinggi
S974,20,Lainnya,Bisnis,2.6,5,65.8,0.88,Aktif,8,79,0.58,3,0.64,Sedang
S975,21,Laki-laki,Ilmu Komputer,3.95,4,60.3,0.83,Lulus,29,16,0.81,17,0.62,Sedang
S976,19,Perempuan,Bisnis,2.34,5,60.8,0.76,Lulus,19,28,0.58,9,0.62,Tinggi
S977,25,Laki-laki,Ilmu Komputer,3.8,6,83.5,0.75,Cuti,37,53,0.79,2,0.69,Sedang
S978,25,Laki-laki,Ilmu Komputer,3.55,5,78.2,0.69,Cuti,0,72,0.91,11,0.91,Tinggi
S979,25,Lainnya,Seni,2.15,4,80.7,0.87,Aktif,4,74,0.52,0,0.96,Tinggi
S980,23,Lainnya,Bisnis,3.97,5,60.3,0.99,Aktif,34,48,0.71,10,0.6,Rendah
S981,21,Perempuan,Bisnis,2.54,4,76.9,0.67,Cuti,35,35,0.73,17,0.77,Tinggi
S982,25,Laki-laki,Teknik,2.2,6,88.7,0.84,Lulus,0,53,0.9,12,0.82,Tinggi
S983,21,Laki-laki,Seni,3.66,6,77.7,0.77,Lulus,13,21,0.73,16,0.76,Sedang
S984,22,Lainnya,Teknik,3.41,6,89.3,0.78,Cuti,8,31,0.78,7,0.72,Sedang
